Estacao,Data,Dia,Mes,Ano,Insolacao,TempMaxima,TempMinima,Temp Comp Media,Umidade Relativa Media,Precipitacao
82191,04/05/2017,4,5,2017,3.6,0,0,0,0,51.6
82191,05/05/2017,5,5,2017,6.9,0,0,0,0,25.4
82191,06/05/2017,6,5,2017,7.2,0,0,0,0,1.7
82191,07/05/2017,7,5,2017,5.2,29.5,0,0,94,2.6
82191,08/05/2017,8,5,2017,6.8,34.5,24.1,27.84,86,0
82191,09/05/2017,9,5,2017,5.1,33.3,24.5,27.52,88,3
82191,10/05/2017,10,5,2017,3,32.7,24.1,26.72,94,9.8
82191,11/05/2017,11,5,2017,4.1,32.5,24.3,27.26,88.5,11.1
82191,12/05/2017,12,5,2017,4.6,32.3,24.5,27.36,89.75,74.9
82191,13/05/2017,13,5,2017,6.6,32.9,23.4,26.86,93,6.8
82191,14/05/2017,14,5,2017,3.1,33.6,23.3,26.9,88.25,17.2
82191,15/05/2017,15,5,2017,7.6,34.2,23.8,27.98,81.75,0
82191,16/05/2017,16,5,2017,7.4,34.2,24.2,27.76,79,0
82191,17/05/2017,17,5,2017,6.2,34.1,23.5,27.38,84.25,0
82191,18/05/2017,18,5,2017,6.5,33.1,23.5,26.98,86.75,0.1
82191,19/05/2017,19,5,2017,6.4,34.3,24.1,27.88,89.5,1.4
82191,20/05/2017,20,5,2017,8.6,33.9,24.1,28.12,80,5.6
82191,21/05/2017,21,5,2017,8.6,33.9,24.3,27.88,82,0
82191,22/05/2017,22,5,2017,7.4,33.9,24,27.16,82,2.4
82191,23/05/2017,23,5,2017,5,33.3,23.1,27.24,86.25,1.2
82191,24/05/2017,24,5,2017,7.1,33.8,24.1,27.02,87,3.2
82191,25/05/2017,25,5,2017,8.7,34,22.9,27.62,78.75,2.8
82191,26/05/2017,26,5,2017,7.6,33.7,23.7,27.28,84.5,0
82191,27/05/2017,27,5,2017,5.4,32.1,23.1,26.54,86.25,1.2
82191,28/05/2017,28,5,2017,4.4,33.5,22.8,26.62,89.75,1.3
82191,29/05/2017,29,5,2017,5.6,34.1,23.1,27.08,83,3.1
82191,30/05/2017,30,5,2017,5.5,33.4,23.6,27.02,90,0.8
82191,31/05/2017,31,5,2017,6.6,33.3,24.7,27.32,83.75,5.8
82191,01/06/2017,1,6,2017,3.8,32.6,23.5,26.86,86.5,17
82191,02/06/2017,2,6,2017,8,33.7,23.7,27.8,79.25,10.9
82191,03/06/2017,3,6,2017,8.4,34.1,22.4,27.14,81,0
82191,04/06/2017,4,6,2017,9,33.9,22.9,27.5,80,5.8
82191,05/06/2017,5,6,2017,4.9,33.4,24.1,27.38,84.75,5.3
82191,06/06/2017,6,6,2017,5,33.7,24.3,27.84,83.5,4.2
82191,07/06/2017,7,6,2017,5.7,33.9,23.9,27.76,83,0
82191,08/06/2017,8,6,2017,7.6,35.1,24.2,28.9,77.25,0
82191,09/06/2017,9,6,2017,5.6,0,23.8,0,78.75,0
82191,10/06/2017,10,6,2017,8.8,0,23.6,0,77.75,0
82191,11/06/2017,11,6,2017,4.2,33.5,23.8,27.02,91,0.6
82191,12/06/2017,12,6,2017,8.5,33.3,23.2,27.2,85.25,21
82191,13/06/2017,13,6,2017,8.5,34.8,24.5,28.04,79,0
82191,14/06/2017,14,6,2017,9.5,34.6,23.7,28.62,76.5,4.7
82191,15/06/2017,15,6,2017,0.2,31.4,24.5,27,85.25,6
82191,16/06/2017,16,6,2017,9.8,33.9,24.3,27.82,81.75,2
82191,17/06/2017,17,6,2017,9.9,33.7,24.1,28,78.75,5.3
82191,18/06/2017,18,6,2017,8.4,34.1,23.6,27.6,83,0
82191,19/06/2017,19,6,2017,9.3,34.8,23.5,28.3,76.75,0
82191,20/06/2017,20,6,2017,6.6,34.1,23.8,27.12,87.75,0
82191,21/06/2017,21,6,2017,8.4,33.9,22.9,26.84,88.5,43.4
82191,22/06/2017,22,6,2017,7.7,33.1,23.3,27.32,84.25,3.3
82191,23/06/2017,23,6,2017,7.9,33.9,24.6,28.26,77.25,7.4
82191,24/06/2017,24,6,2017,9.3,34.6,24.1,28.18,77.5,0
82191,25/06/2017,25,6,2017,3.6,33.9,23.6,26.3,85,0.1
82191,26/06/2017,26,6,2017,4.6,33.8,23.1,26.84,83,14.5
82191,27/06/2017,27,6,2017,6,33.2,23.3,26.82,84.5,1
82191,28/06/2017,28,6,2017,2.7,33.2,23.5,26.3,91,0.6
82191,29/06/2017,29,6,2017,8.9,33.4,23.3,27.2,84.25,30.3
82191,30/06/2017,30,6,2017,7.9,33.1,23.9,26.8,86.25,3.4
82191,01/07/2017,1,7,2017,9.4,33.7,22.9,27.76,77.5,15.2
82191,02/07/2017,2,7,2017,9.3,34.1,23.2,27.3,82.5,0
82191,03/07/2017,3,7,2017,6.9,33.5,23.7,27.24,85.25,1.2
82191,04/07/2017,4,7,2017,5.7,33,24.1,26.9,88.25,0
82191,05/07/2017,5,7,2017,10,32.1,22.1,26.32,78.25,0
82191,06/07/2017,6,7,2017,9,33.7,21,27.14,77.5,0
82191,07/07/2017,7,7,2017,6.7,33.6,22.7,27.42,81,0
82191,08/07/2017,8,7,2017,6.2,33.9,23.7,26.96,85,0.4
82191,09/07/2017,9,7,2017,9.7,33.3,23.1,26.98,84.5,6.2
82191,10/07/2017,10,7,2017,9.2,34.1,21.8,27.02,79.75,0
82191,11/07/2017,11,7,2017,10,34.2,24.9,27.86,80,0
82191,12/07/2017,12,7,2017,7.7,33.7,24.1,27,82.75,0.4
82191,13/07/2017,13,7,2017,8,33.8,24.4,27.16,85,0.1
82191,14/07/2017,14,7,2017,9.7,34.1,21.3,26.96,75.25,0
82191,15/07/2017,15,7,2017,9.6,34.1,22.8,27.86,74,0
82191,16/07/2017,16,7,2017,9.9,34.3,22.9,27.24,75.5,0
82191,17/07/2017,17,7,2017,7.1,35.1,24.3,28.4,77,0
82191,18/07/2017,18,7,2017,9.6,34.9,24.2,28.62,75.25,0
82191,19/07/2017,19,7,2017,9.9,34,23.1,27.7,78.75,0
82191,20/07/2017,20,7,2017,9,35.2,23.7,28.38,73.75,0
82191,21/07/2017,21,7,2017,9.1,35.1,23.1,27.4,77.25,0
82191,22/07/2017,22,7,2017,7.4,32.9,23,27.52,78,0
82191,23/07/2017,23,7,2017,9.3,33.9,24.3,27.68,78.75,1
82191,24/07/2017,24,7,2017,9.6,33.9,22.7,26.92,79.25,0
82191,25/07/2017,25,7,2017,10,33.6,22.9,27.54,77.5,4.1
82191,26/07/2017,26,7,2017,9.8,33.5,22.9,27.22,79.25,0
82191,27/07/2017,27,7,2017,9.7,34.1,22.7,26.96,74,0
82191,28/07/2017,28,7,2017,9.3,34.7,21.8,27.98,72,0
82191,29/07/2017,29,7,2017,9.1,35.1,23.6,27.02,81.5,0
82191,30/07/2017,30,7,2017,8.8,33.7,23,27.34,78,7.2
82191,31/07/2017,31,7,2017,9.6,33.3,22.5,27.12,79.75,0
82191,01/08/2017,1,8,2017,9.1,34.1,22.4,27.86,73,0
82191,02/08/2017,2,8,2017,8.3,35.2,23.9,27.98,72.75,0
82191,03/08/2017,3,8,2017,9.8,35.1,23.7,28.72,73,0
82191,04/08/2017,4,8,2017,9.7,34.9,24.3,28.66,74,0
82191,05/08/2017,5,8,2017,9.5,34.5,23.7,27.76,76.5,0
82191,06/08/2017,6,8,2017,8.9,34.9,23.8,27.24,82.75,0
82191,07/08/2017,7,8,2017,8.7,33.5,23.7,27.24,79.25,12.8
82191,08/08/2017,8,8,2017,6.6,32.8,24.3,27.26,85,0
82191,09/08/2017,9,8,2017,9.3,34.7,22.7,27.92,73.75,1.7
82191,10/08/2017,10,8,2017,8.4,34.3,23.5,27.34,82.25,0
82191,11/08/2017,11,8,2017,8,34.2,22.7,27.02,80.75,1.8
82191,12/08/2017,12,8,2017,8.5,34.3,23,26.84,82,0
82191,13/08/2017,13,8,2017,8.6,34.1,22.7,26.42,87.5,13
82191,14/08/2017,14,8,2017,9.1,34.5,22.7,27.84,78.75,4.2
82191,15/08/2017,15,8,2017,9.6,34.3,24.3,28.18,77.75,0
82191,16/08/2017,16,8,2017,8.8,34.7,23.9,27.48,81,0
82191,17/08/2017,17,8,2017,9.7,34.8,22.9,27.98,74.25,5.8
82191,18/08/2017,18,8,2017,9.9,35.3,23.7,28.4,70.5,0
82191,19/08/2017,19,8,2017,7.5,33.9,23.6,27.52,82.75,0
82191,20/08/2017,20,8,2017,7.8,34.3,24,27.46,83.25,11
82191,21/08/2017,21,8,2017,9,34.9,22.9,27.3,80.5,0
82191,22/08/2017,22,8,2017,9,33.8,23.2,27.6,79,1.6
82191,23/08/2017,23,8,2017,5.1,32.9,23.5,26.48,90.25,0.3
82191,24/08/2017,24,8,2017,9,33.7,22.7,27.68,79.25,5.5
82191,25/08/2017,25,8,2017,9.6,34.2,23.5,26.78,83.25,0
82191,26/08/2017,26,8,2017,9.6,34.5,22.3,27.36,81.25,16
82191,27/08/2017,27,8,2017,6.8,34.3,23.9,27.36,87.75,4.8
82191,28/08/2017,28,8,2017,8.5,33.7,23.5,26.8,84.5,0.2
82191,29/08/2017,29,8,2017,9.5,34.7,23.5,27.12,82.75,10.8
82191,30/08/2017,30,8,2017,8.7,34.1,22.5,26.66,84.25,11.8
82191,31/08/2017,31,8,2017,8.1,33.9,23.7,27.08,85,1.3
82191,01/09/2017,1,9,2017,9.4,34.3,24.1,27.72,79.25,0.4
82191,02/09/2017,2,9,2017,8.7,33.9,23.9,27.62,78.5,5.7
82191,03/09/2017,3,9,2017,8.8,33.7,22.9,28,72.25,0
82191,04/09/2017,4,9,2017,9.8,33.3,23.7,28,73.5,0
82191,05/09/2017,5,9,2017,9.5,33.9,23.7,28.12,75,0
82191,06/09/2017,6,9,2017,10.3,34.4,23.9,28.26,71.25,0
82191,07/09/2017,7,9,2017,8.3,34.7,23.5,27.88,73,0
82191,08/09/2017,8,9,2017,9.3,35.1,23.8,28.04,76.5,0.1
82191,09/09/2017,9,9,2017,9.9,35.1,23.9,28.42,71.25,0
82191,10/09/2017,10,9,2017,10.2,35.4,23.7,28.6,72,0
82191,11/09/2017,11,9,2017,9.5,35.5,24.1,28.4,73.5,0
82191,12/09/2017,12,9,2017,9.9,35.2,23.7,28.24,71.75,0
82191,13/09/2017,13,9,2017,9.8,35.6,23.6,28.8,73.5,0.8
82191,14/09/2017,14,9,2017,6.9,35,23.7,27.18,89.5,0
82191,15/09/2017,15,9,2017,5.5,34.4,24.5,28.18,81.25,6.8
82191,16/09/2017,16,9,2017,7.8,34.1,24.5,28.18,75.25,0
82191,17/09/2017,17,9,2017,10,35.1,23.9,28.4,70.5,0
82191,18/09/2017,18,9,2017,9.4,36,23.7,28.66,76,0
82191,19/09/2017,19,9,2017,9.6,35.6,24.2,28.56,74.75,0
82191,20/09/2017,20,9,2017,1.4,32.5,23.9,26.8,88.25,0
82191,21/09/2017,21,9,2017,5.2,34.6,24.1,27.5,79.75,11.8
82191,22/09/2017,22,9,2017,7.2,33.7,24.2,28.24,73.5,0.1
82191,23/09/2017,23,9,2017,9.8,35.2,23.4,28.36,71.75,0.1
82191,24/09/2017,24,9,2017,7.9,34.6,23.9,27.8,80.5,0
82191,25/09/2017,25,9,2017,9.8,34.5,24.3,27.5,84,3.6
82191,26/09/2017,26,9,2017,7.8,33.9,24.1,27.34,82.5,5.2
82191,27/09/2017,27,9,2017,5.7,33.9,23.1,26.64,87.25,1.4
82191,28/09/2017,28,9,2017,7.7,34.7,24.1,27.22,86.25,0.6
82191,29/09/2017,29,9,2017,9.2,33.5,24,27.58,78.75,15.3
82191,30/09/2017,30,9,2017,9,34.2,23.8,27.94,76.5,0
82191,01/10/2017,1,10,2017,9.3,33.8,23.4,27.68,75.5,2
82191,02/10/2017,2,10,2017,9.8,35,22.3,27.94,73.75,0
82191,03/10/2017,3,10,2017,9.9,35.6,23.1,28.54,72.5,0
82191,04/10/2017,4,10,2017,7,34.6,23.7,27.04,84.75,0
82191,05/10/2017,5,10,2017,8.5,32.9,23.5,26.48,87.75,23.5
82191,06/10/2017,6,10,2017,10.2,34.3,23.5,27.98,77.25,13.8
82191,07/10/2017,7,10,2017,7.8,34.5,23.5,27.32,81.75,0
82191,08/10/2017,8,10,2017,6.6,33.5,23.6,26.62,89.25,2
82191,09/10/2017,9,10,2017,6.9,33.8,22.7,26.82,89.25,28
82191,10/10/2017,10,10,2017,7.3,32.7,24.1,26.84,86.25,34.4
82191,11/10/2017,11,10,2017,7.4,33.1,23.7,27.16,87,19.4
82191,12/10/2017,12,10,2017,9,33.9,23.5,27.96,76.75,2.8
82191,13/10/2017,13,10,2017,5.1,33,23.9,27.56,85.5,0
82191,14/10/2017,14,10,2017,8.8,33.5,23.6,27.82,73.75,4.1
82191,15/10/2017,15,10,2017,8.5,34.5,23,28.1,75.75,0
82191,16/10/2017,16,10,2017,5.8,33.1,23.1,27.54,81.75,1.4
82191,17/10/2017,17,10,2017,6.9,32.7,24,27.12,86.5,1.2
82191,18/10/2017,18,10,2017,8.8,33.3,24.3,27.82,80.5,5.2
82191,19/10/2017,19,10,2017,8.4,33.5,23.9,26.92,81.75,0
82191,20/10/2017,20,10,2017,9.8,33.7,23.3,27.62,75.25,12.9
82191,21/10/2017,21,10,2017,9.6,34.1,23.6,28.02,74.75,0.4
82191,22/10/2017,22,10,2017,9.9,34.3,23.1,28.04,74.25,0.3
82191,23/10/2017,23,10,2017,9.8,33.5,23,27.82,76.25,0
82191,24/10/2017,24,10,2017,9.3,34.1,24.1,27.76,83.5,0
82191,25/10/2017,25,10,2017,3.8,32.7,24.6,27.1,90,30.8
82191,26/10/2017,26,10,2017,5.7,32.9,24.3,27.28,88.25,11.7
82191,27/10/2017,27,10,2017,6,32.7,24.2,27.8,81,18.8
82191,28/10/2017,28,10,2017,5,33.1,24.1,27.2,88.25,0.6
82191,29/10/2017,29,10,2017,9.2,33.6,23,27.52,80.5,9.2
82191,30/10/2017,30,10,2017,9.6,32.8,23.7,27.66,82.25,0
82191,31/10/2017,31,10,2017,6,33.7,23.7,27.24,80.25,0
82191,01/11/2017,1,11,2017,6.2,34.1,24.1,28.18,77.25,0
82191,02/11/2017,2,11,2017,8.5,34.1,24.2,28.02,78,0
82191,03/11/2017,3,11,2017,8.3,34.1,22.7,27.08,86,6.3
82191,04/11/2017,4,11,2017,8.3,34.9,22.5,27.98,72.75,7.7
82191,05/11/2017,5,11,2017,9.2,34.9,23.1,28,75.75,0
82191,06/11/2017,6,11,2017,7.2,33.5,23.1,27.08,86,0
82191,07/11/2017,7,11,2017,5.5,33.4,23.3,27.12,86.25,14
82191,08/11/2017,8,11,2017,5.7,34.9,23.2,27.64,77.5,10.8
82191,09/11/2017,9,11,2017,9.8,35.7,23.5,27.94,79.5,0
82191,10/11/2017,10,11,2017,7.3,34.5,23.3,27.64,79,1.7
82191,11/11/2017,11,11,2017,8.8,34.4,23.4,27.86,78.5,16.5
82191,12/11/2017,12,11,2017,9.7,33.8,22.7,27.28,76.5,0
82191,13/11/2017,13,11,2017,9.6,34.9,22.7,28.16,76,0
82191,14/11/2017,14,11,2017,8.6,34.3,23.4,27.98,73,0
82191,15/11/2017,15,11,2017,7.3,35.1,23.3,27.86,78.75,2.4
82191,16/11/2017,16,11,2017,7.3,32.9,23.4,27.04,82.5,10.7
82191,17/11/2017,17,11,2017,9.8,33.7,22.1,27.28,76,8.4
82191,18/11/2017,18,11,2017,9,33.7,22.3,27.38,75.5,0
82191,19/11/2017,19,11,2017,8.4,34,23,27.96,74.25,0
82191,20/11/2017,20,11,2017,9,33.9,22.9,27.62,72.75,0
82191,21/11/2017,21,11,2017,8,33.5,22.3,27.72,75.5,0
82191,22/11/2017,22,11,2017,5.7,33.3,23.9,27.38,83,0
82191,23/11/2017,23,11,2017,6.8,33.5,23.7,27.92,83.5,0.4
82191,24/11/2017,24,11,2017,7.7,33.5,24.1,27.94,76.25,4.4
82191,25/11/2017,25,11,2017,8,34.3,24.1,28.16,75.5,1.9
82191,26/11/2017,26,11,2017,7.5,33.9,22.8,27.82,78.25,0
82191,27/11/2017,27,11,2017,5.2,33.3,23.8,27.78,76.5,11
82191,28/11/2017,28,11,2017,8,33.9,23.1,27.9,74.25,0.3
82191,29/11/2017,29,11,2017,6.8,34.1,22.9,28.24,76,6.8
82191,30/11/2017,30,11,2017,5.9,34.5,23.7,28.24,75.5,0
82191,01/12/2017,1,12,2017,7.1,34.3,23.5,27.98,73.75,0
82191,02/12/2017,2,12,2017,9.4,35.7,23,28.36,69,0.9
82191,03/12/2017,3,12,2017,9.1,35.6,22.9,28.52,66.25,0
82191,04/12/2017,4,12,2017,9.1,37.2,23.3,29.1,69,0
82191,05/12/2017,5,12,2017,7.6,35.4,24.3,28.86,75,0
82191,06/12/2017,6,12,2017,4.7,32.9,23.4,27.84,80.5,0.4
82191,07/12/2017,7,12,2017,3.5,32.6,24.5,28.14,74.25,0
82191,08/12/2017,8,12,2017,7.7,34.7,23.6,28.44,71.25,0
82191,09/12/2017,9,12,2017,7.5,34.6,24.3,28.4,77,0
82191,10/12/2017,10,12,2017,8.4,34.9,23.4,27.82,79,0.5
82191,11/12/2017,11,12,2017,6.3,33.4,23.3,27.18,84,0.7
82191,12/12/2017,12,12,2017,8.7,35.2,24.5,28.68,74.25,6.6
82191,13/12/2017,13,12,2017,2.5,33.2,24.5,27.66,85.25,0
82191,14/12/2017,14,12,2017,0.2,30.8,24,25.94,92.75,2
82191,15/12/2017,15,12,2017,1.5,31,23.8,25.68,90.5,28.1
82191,16/12/2017,16,12,2017,1.5,32.7,23.3,25.86,94.75,7.6
82191,17/12/2017,17,12,2017,7,33.6,23.4,27.46,80,15.4
82191,18/12/2017,18,12,2017,2.1,31.3,23.8,25.98,93.25,0.4
82191,19/12/2017,19,12,2017,2.6,31.7,22.9,24.96,89.5,26.8
82191,20/12/2017,20,12,2017,4.1,32.5,22.5,25.7,93.75,23.2
82191,21/12/2017,21,12,2017,0,30.1,23.7,25.52,92,11.4
82191,22/12/2017,22,12,2017,7.4,34.3,23.9,27.68,82.75,2.2
82191,23/12/2017,23,12,2017,3.6,32.5,23.9,26.56,88.5,14.9
82191,24/12/2017,24,12,2017,3.1,32.2,24.1,26.24,90,3.5
82191,25/12/2017,25,12,2017,0.5,31.2,23.7,25.5,93.75,35.2
82191,26/12/2017,26,12,2017,5.2,33.4,23.7,26.74,84.5,27.5
82191,27/12/2017,27,12,2017,4.3,32.3,23.9,27.48,88,0.9
82191,28/12/2017,28,12,2017,5.4,32.6,23.9,26.66,88.5,9.4
82191,29/12/2017,29,12,2017,3.9,32.8,23.4,26.62,92,0.5
82191,30/12/2017,30,12,2017,7.5,33.5,23.3,27.36,84.5,17.3
82191,31/12/2017,31,12,2017,5.8,33.1,23.5,26.82,90,8
